STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
NH,2008Q4,"$208,740 ","$164,811 ","$43,929 ",21.00%,1.323,0.86
NH,2009Q1,"$205,309 ","$165,475 ","$39,834 ",19.40%,1.302,0.78
NH,2009Q2,"$202,141 ","$165,036 ","$37,105 ",18.40%,1.282,0.726
NH,2009Q3,"$199,201 ","$164,109 ","$35,092 ",17.60%,1.263,0.686
NH,2009Q4,"$196,560 ","$163,312 ","$33,248 ",16.90%,1.246,0.65
NH,2010Q1,"$194,053 ","$163,118 ","$30,935 ",15.90%,1.23,0.603
NH,2010Q2,"$191,720 ","$163,742 ","$27,978 ",14.60%,1.216,0.545
NH,2010Q3,"$189,414 ","$165,138 ","$24,276 ",12.80%,1.201,0.473
NH,2010Q4,"$186,938 ","$167,305 ","$19,633 ",10.50%,1.185,0.383
NH,2011Q1,"$184,473 ","$170,180 ","$14,294 ",7.70%,1.17,0.279
NH,2011Q2,"$182,367 ","$173,249 ","$9,118 ",5.00%,1.156,0.175
NH,2011Q3,"$180,696 ","$171,661 ","$9,035 ",5.00%,1.146,0.084
NH,2011Q4,"$179,387 ","$170,418 ","$8,969 ",5.00%,1.137,0.048
NH,2012Q1,"$178,377 ","$169,458 ","$8,919 ",5.00%,1.131,0.034
NH,2012Q2,"$177,847 ","$168,954 ","$8,892 ",5.00%,1.128,0.028
NH,2012Q3,"$177,811 ","$168,921 ","$8,891 ",5.00%,1.127,0.026
NH,2012Q4,"$178,290 ","$169,376 ","$8,915 ",5.00%,1.13,0.025
NH,2013Q1,"$179,171 ","$170,213 ","$8,959 ",5.00%,1.136,0.025
NH,2013Q2,"$180,231 ","$171,220 ","$9,012 ",5.00%,1.143,0.025
NH,2013Q3,"$181,272 ","$172,209 ","$9,064 ",5.00%,1.149,0.025
NH,2013Q4,"$182,283 ","$173,169 ","$9,114 ",5.00%,1.156,0.024
NH,2014Q1,"$183,323 ","$174,157 ","$9,166 ",5.00%,1.162,0.018
NH,2014Q2,"$184,351 ","$174,216 ","$10,135 ",5.50%,1.169,0.02
NH,2014Q3,"$185,420 ","$176,149 ","$9,271 ",5.00%,1.176,0.015
NH,2014Q4,"$186,570 ","$177,242 ","$9,329 ",5.00%,1.183,0.012
NH,2015Q1,"$187,791 ","$177,293 ","$10,498 ",5.60%,1.191,0.013
NH,2015Q2,"$189,006 ","$175,462 ","$13,543 ",7.20%,1.198,0.017
NH,2015Q3,"$190,263 ","$176,280 ","$13,984 ",7.30%,1.206,0.017
NH,2015Q4,"$191,444 ","$177,809 ","$13,635 ",7.10%,1.214,0.017
NH,2016Q1,"$192,564 ","$179,442 ","$13,122 ",6.80%,1.221,0.016
NJ,1975Q1,"$39,840 ","$33,859 ","$5,981 ",15.00%,0.178,0.047
NJ,1975Q2,"$39,866 ","$34,149 ","$5,717 ",14.30%,0.179,0.045
NJ,1975Q3,"$40,033 ","$34,336 ","$5,698 ",14.20%,0.179,0.045
NJ,1975Q4,"$40,361 ","$34,498 ","$5,863 ",14.50%,0.181,0.046
NJ,1976Q1,"$40,766 ","$34,717 ","$6,049 ",14.80%,0.183,0.048
NJ,1976Q2,"$41,229 ","$35,008 ","$6,222 ",15.10%,0.185,0.049
NJ,1976Q3,"$41,712 ","$35,406 ","$6,307 ",15.10%,0.187,0.05
NJ,1976Q4,"$42,212 ","$35,937 ","$6,275 ",14.90%,0.189,0.05
NJ,1977Q1,"$42,890 ","$36,601 ","$6,288 ",14.70%,0.192,0.05
NJ,1977Q2,"$43,773 ","$37,368 ","$6,405 ",14.60%,0.196,0.051
NJ,1977Q3,"$44,897 ","$38,154 ","$6,743 ",15.00%,0.201,0.054
NJ,1977Q4,"$46,279 ","$38,889 ","$7,390 ",16.00%,0.207,0.059
NJ,1978Q1,"$47,910 ","$39,541 ","$8,369 ",17.50%,0.215,0.067
NJ,1978Q2,"$49,819 ","$40,130 ","$9,689 ",19.40%,0.223,0.078
NJ,1978Q3,"$52,035 ","$40,749 ","$11,287 ",21.70%,0.233,0.091
NJ,1978Q4,"$54,532 ","$41,473 ","$13,059 ",23.90%,0.244,0.105
NJ,1979Q1,"$57,227 ","$42,352 ","$14,875 ",26.00%,0.256,0.12
NJ,1979Q2,"$59,973 ","$43,344 ","$16,629 ",27.70%,0.269,0.135
NJ,1979Q3,"$62,688 ","$44,373 ","$18,314 ",29.20%,0.281,0.149
NJ,1979Q4,"$65,253 ","$45,368 ","$19,886 ",30.50%,0.292,0.162
NJ,1980Q1,"$67,571 ","$46,245 ","$21,326 ",31.60%,0.303,0.173
NJ,1980Q2,"$69,518 ","$47,114 ","$22,405 ",32.20%,0.311,0.182
NJ,1980Q3,"$71,134 ","$48,002 ","$23,131 ",32.50%,0.319,0.189
NJ,1980Q4,"$72,549 ","$48,971 ","$23,578 ",32.50%,0.325,0.193
NJ,1981Q1,"$73,808 ","$50,101 ","$23,707 ",32.10%,0.331,0.195
NJ,1981Q2,"$74,972 ","$51,265 ","$23,707 ",31.60%,0.336,0.195
NJ,1981Q3,"$76,067 ","$52,454 ","$23,613 ",31.00%,0.341,0.195
NJ,1981Q4,"$77,086 ","$53,621 ","$23,465 ",30.40%,0.345,0.194
NJ,1982Q1,"$78,018 ","$54,717 ","$23,301 ",29.90%,0.349,0.193
NJ,1982Q2,"$78,796 ","$55,755 ","$23,042 ",29.20%,0.353,0.191
NJ,1982Q3,"$79,490 ","$56,731 ","$22,759 ",28.60%,0.356,0.188
NJ,1982Q4,"$80,326 ","$57,649 ","$22,677 ",28.20%,0.36,0.188
NJ,1983Q1,"$81,583 ","$58,471 ","$23,112 ",28.30%,0.365,0.191
NJ,1983Q2,"$83,403 ","$59,320 ","$24,083 ",28.90%,0.374,0.199
NJ,1983Q3,"$85,752 ","$60,173 ","$25,579 ",29.80%,0.384,0.212
NJ,1983Q4,"$88,543 ","$61,051 ","$27,493 ",31.00%,0.397,0.228
NJ,1984Q1,"$91,708 ","$62,008 ","$29,700 ",32.40%,0.411,0.248
NJ,1984Q2,"$95,186 ","$62,940 ","$32,246 ",33.90%,0.426,0.269
NJ,1984Q3,"$98,870 ","$63,866 ","$35,004 ",35.40%,0.443,0.293
NJ,1984Q4,"$102,750 ","$64,764 ","$37,986 ",37.00%,0.46,0.319
NJ,1985Q1,"$106,955 ","$65,616 ","$41,339 ",38.70%,0.479,0.348
NJ,1985Q2,"$111,641 ","$66,416 ","$45,225 ",40.50%,0.5,0.381
NJ,1985Q3,"$116,907 ","$67,154 ","$49,753 ",42.60%,0.524,0.421
NJ,1985Q4,"$122,843 ","$67,821 ","$55,021 ",44.80%,0.55,0.466
NJ,1986Q1,"$129,527 ","$68,452 ","$61,074 ",47.20%,0.58,0.519
NJ,1986Q2,"$136,992 ","$68,978 ","$68,014 ",49.60%,0.614,0.58
NJ,1986Q3,"$145,068 ","$69,455 ","$75,613 ",52.10%,0.65,0.646
NJ,1986Q4,"$153,452 ","$69,905 ","$83,547 ",54.40%,0.687,0.715
NJ,1987Q1,"$161,804 ","$70,276 ","$91,529 ",56.60%,0.725,0.784
NJ,1987Q2,"$169,727 ","$70,750 ","$98,977 ",58.30%,0.76,0.849
NJ,1987Q3,"$176,836 ","$71,270 ","$105,566 ",59.70%,0.792,0.907
NJ,1987Q4,"$182,887 ","$71,848 ","$111,039 ",60.70%,0.819,0.956
NJ,1988Q1,"$187,811 ","$72,569 ","$115,242 ",61.40%,0.841,0.995
NJ,1988Q2,"$191,575 ","$73,254 ","$118,321 ",61.80%,0.858,1.024
NJ,1988Q3,"$194,176 ","$73,978 ","$120,198 ",61.90%,0.87,1.042
NJ,1988Q4,"$195,816 ","$74,738 ","$121,078 ",61.80%,0.877,1.051
NJ,1989Q1,"$196,762 ","$75,584 ","$121,178 ",61.60%,0.881,1.054
NJ,1989Q2,"$197,210 ","$76,322 ","$120,887 ",61.30%,0.883,1.053
NJ,1989Q3,"$197,211 ","$76,948 ","$120,262 ",61.00%,0.883,1.048
NJ,1989Q4,"$196,682 ","$77,399 ","$119,283 ",60.60%,0.881,1.04
NJ,1990Q1,"$195,565 ","$77,487 ","$118,078 ",60.40%,0.876,1.028
NJ,1990Q2,"$194,032 ","$77,766 ","$116,266 ",59.90%,0.869,1.013
NJ,1990Q3,"$191,409 ","$78,264 ","$113,145 ",59.10%,0.857,0.986
NJ,1990Q4,"$189,036 ","$79,175 ","$109,861 ",58.10%,0.847,0.959
NJ,1991Q1,"$187,175 ","$80,616 ","$106,559 ",56.90%,0.838,0.931
NJ,1991Q2,"$185,927 ","$82,381 ","$103,546 ",55.70%,0.833,0.906
NJ,1991Q3,"$185,307 ","$84,190 ","$101,117 ",54.60%,0.83,0.886
NJ,1991Q4,"$185,217 ","$85,760 ","$99,456 ",53.70%,0.83,0.873
NJ,1992Q1,"$185,423 ","$87,130 ","$98,293 ",53.00%,0.831,0.866
NJ,1992Q2,"$185,666 ","$87,794 ","$97,871 ",52.70%,0.832,0.864
NJ,1992Q3,"$185,905 ","$88,167 ","$97,738 ",52.60%,0.833,0.863
NJ,1992Q4,"$186,118 ","$88,415 ","$97,704 ",52.50%,0.834,0.862
NJ,1993Q1,"$186,280 ","$88,369 ","$97,911 ",52.60%,0.834,0.861
NJ,1993Q2,"$186,463 ","$88,720 ","$97,744 ",52.40%,0.835,0.859
NJ,1993Q3,"$186,644 ","$89,103 ","$97,542 ",52.30%,0.836,0.857
NJ,1993Q4,"$186,788 ","$89,452 ","$97,336 ",52.10%,0.837,0.855
NJ,1994Q1,"$186,802 ","$89,744 ","$97,058 ",52.00%,0.837,0.853
NJ,1994Q2,"$186,633 ","$90,190 ","$96,442 ",51.70%,0.836,0.849
NJ,1994Q3,"$186,315 ","$91,025 ","$95,291 ",51.10%,0.835,0.84
NJ,1994Q4,"$185,915 ","$92,489 ","$93,426 ",50.30%,0.833,0.826
NJ,1995Q1,"$185,542 ","$94,905 ","$90,637 ",48.80%,0.831,0.805
NJ,1995Q2,"$185,251 ","$97,530 ","$87,721 ",47.40%,0.83,0.781
NJ,1995Q3,"$185,071 ","$100,137 ","$84,934 ",45.90%,0.829,0.758
NJ,1995Q4,"$184,968 ","$102,311 ","$82,657 ",44.70%,0.829,0.739
NJ,1996Q1,"$184,954 ","$103,645 ","$81,308 ",44.00%,0.829,0.727
NJ,1996Q2,"$185,026 ","$104,525 ","$80,501 ",43.50%,0.829,0.72
NJ,1996Q3,"$185,167 ","$105,093 ","$80,074 ",43.20%,0.829,0.718
NJ,1996Q4,"$185,442 ","$105,597 ","$79,845 ",43.10%,0.831,0.717
NJ,1997Q1,"$185,928 ","$106,238 ","$79,690 ",42.90%,0.833,0.717
NJ,1997Q2,"$186,704 ","$106,996 ","$79,708 ",42.70%,0.836,0.719
NJ,1997Q3,"$187,812 ","$107,814 ","$79,998 ",42.60%,0.841,0.723
NJ,1997Q4,"$189,281 ","$108,630 ","$80,651 ",42.60%,0.848,0.731
NJ,1998Q1,"$191,051 ","$109,453 ","$81,598 ",42.70%,0.856,0.742
NJ,1998Q2,"$193,084 ","$110,103 ","$82,981 ",43.00%,0.865,0.757
NJ,1998Q3,"$195,409 ","$110,621 ","$84,788 ",43.40%,0.875,0.775
NJ,1998Q4,"$198,093 ","$110,982 ","$87,111 ",44.00%,0.887,0.798
NJ,1999Q1,"$201,227 ","$111,224 ","$90,003 ",44.70%,0.901,0.827
NJ,1999Q2,"$204,828 ","$111,429 ","$93,399 ",45.60%,0.918,0.86
NJ,1999Q3,"$208,855 ","$111,801 ","$97,054 ",46.50%,0.936,0.895
NJ,1999Q4,"$213,262 ","$112,521 ","$100,741 ",47.20%,0.955,0.93
NJ,2000Q1,"$218,060 ","$113,463 ","$104,597 ",48.00%,0.977,0.964
NJ,2000Q2,"$223,232 ","$114,962 ","$108,270 ",48.50%,1,1
NJ,2000Q3,"$228,788 ","$116,512 ","$112,276 ",49.10%,1.025,1.039
NJ,2000Q4,"$234,760 ","$117,831 ","$116,929 ",49.80%,1.052,1.086
NJ,2001Q1,"$241,123 ","$119,111 ","$122,012 ",50.60%,1.08,1.14
NJ,2001Q2,"$247,915 ","$119,668 ","$128,247 ",51.70%,1.111,1.202
NJ,2001Q3,"$255,249 ","$120,179 ","$135,069 ",52.90%,1.143,1.269
NJ,2001Q4,"$263,129 ","$120,954 ","$142,174 ",54.00%,1.179,1.338
NJ,2002Q1,"$271,590 ","$121,935 ","$149,655 ",55.10%,1.217,1.407
NJ,2002Q2,"$280,590 ","$123,496 ","$157,094 ",56.00%,1.257,1.479
NJ,2002Q3,"$289,943 ","$125,039 ","$164,905 ",56.90%,1.299,1.554
NJ,2002Q4,"$299,453 ","$126,216 ","$173,237 ",57.90%,1.341,1.635
NJ,2003Q1,"$309,056 ","$126,968 ","$182,088 ",58.90%,1.384,1.722
NJ,2003Q2,"$318,929 ","$127,379 ","$191,550 ",60.10%,1.429,1.814
NJ,2003Q3,"$329,202 ","$128,147 ","$201,055 ",61.10%,1.475,1.906
NJ,2003Q4,"$340,032 ","$129,837 ","$210,195 ",61.80%,1.523,1.994
NJ,2004Q1,"$351,482 ","$132,739 ","$218,743 ",62.20%,1.575,2.075
NJ,2004Q2,"$363,516 ","$136,543 ","$226,973 ",62.40%,1.628,2.154
NJ,2004Q3,"$376,000 ","$140,500 ","$235,500 ",62.60%,1.684,2.236
NJ,2004Q4,"$388,692 ","$143,926 ","$244,766 ",63.00%,1.741,2.325
NJ,2005Q1,"$401,197 ","$146,309 ","$254,888 ",63.50%,1.797,2.421
NJ,2005Q2,"$413,004 ","$148,036 ","$264,968 ",64.20%,1.85,2.517
NJ,2005Q3,"$423,470 ","$149,600 ","$273,870 ",64.70%,1.897,2.602
NJ,2005Q4,"$431,876 ","$151,526 ","$280,350 ",64.90%,1.935,2.664
NJ,2006Q1,"$437,807 ","$153,991 ","$283,816 ",64.80%,1.961,2.695
NJ,2006Q2,"$441,200 ","$157,038 ","$284,162 ",64.40%,1.976,2.699
NJ,2006Q3,"$442,293 ","$159,970 ","$282,323 ",63.80%,1.981,2.683
NJ,2006Q4,"$441,578 ","$162,252 ","$279,326 ",63.30%,1.978,2.656
NJ,2007Q1,"$439,387 ","$163,745 ","$275,641 ",62.70%,1.968,2.625
NJ,2007Q2,"$435,738 ","$164,443 ","$271,295 ",62.30%,1.952,2.586
NJ,2007Q3,"$430,648 ","$165,206 ","$265,442 ",61.60%,1.929,2.532
NJ,2007Q4,"$424,313 ","$166,707 ","$257,606 ",60.70%,1.901,2.458
NJ,2008Q1,"$416,914 ","$169,379 ","$247,535 ",59.40%,1.868,2.363
NJ,2008Q2,"$408,950 ","$172,756 ","$236,194 ",57.80%,1.832,2.256
NJ,2008Q3,"$401,052 ","$176,118 ","$224,934 ",56.10%,1.797,2.149
NJ,2008Q4,"$393,730 ","$178,750 ","$214,980 ",54.60%,1.764,2.055
NJ,2009Q1,"$387,273 ","$180,182 ","$207,090 ",53.50%,1.735,1.98
NJ,2009Q2,"$381,687 ","$180,628 ","$201,059 ",52.70%,1.71,1.922
NJ,2009Q3,"$377,094 ","$180,642 ","$196,452 ",52.10%,1.689,1.878
NJ,2009Q4,"$373,325 ","$180,742 ","$192,583 ",51.60%,1.672,1.841
NJ,2010Q1,"$369,974 ","$181,029 ","$188,944 ",51.10%,1.657,1.802
NJ,2010Q2,"$366,419 ","$182,195 ","$184,224 ",50.30%,1.641,1.757
NJ,2010Q3,"$362,424 ","$183,789 ","$178,635 ",49.30%,1.624,1.705
NJ,2010Q4,"$357,971 ","$185,665 ","$172,306 ",48.10%,1.604,1.646
NJ,2011Q1,"$353,164 ","$187,948 ","$165,216 ",46.80%,1.582,1.583
NJ,2011Q2,"$348,501 ","$189,908 ","$158,594 ",45.50%,1.561,1.522
NJ,2011Q3,"$344,486 ","$191,722 ","$152,764 ",44.30%,1.543,1.468
NJ,2011Q4,"$341,336 ","$193,307 ","$148,029 ",43.40%,1.529,1.424
NJ,2012Q1,"$339,245 ","$194,558 ","$144,687 ",42.60%,1.52,1.392
NJ,2012Q2,"$338,248 ","$195,729 ","$142,519 ",42.10%,1.515,1.372
NJ,2012Q3,"$338,227 ","$196,915 ","$141,311 ",41.80%,1.515,1.362
NJ,2012Q4,"$339,095 ","$198,269 ","$140,826 ",41.50%,1.519,1.358
NJ,2013Q1,"$340,671 ","$199,903 ","$140,768 ",41.30%,1.526,1.359
NJ,2013Q2,"$342,658 ","$201,778 ","$140,880 ",41.10%,1.535,1.361
NJ,2013Q3,"$344,717 ","$203,814 ","$140,903 ",40.90%,1.544,1.363
NJ,2013Q4,"$346,729 ","$205,930 ","$140,799 ",40.60%,1.553,1.363
NJ,2014Q1,"$348,717 ","$209,800 ","$138,917 ",39.80%,1.562,1.346
NJ,2014Q2,"$350,626 ","$209,994 ","$140,633 ",40.10%,1.571,1.364
NJ,2014Q3,"$352,274 ","$214,430 ","$137,844 ",39.10%,1.578,1.338
NJ,2014Q4,"$353,730 ","$218,756 ","$134,974 ",38.20%,1.585,1.311
NJ,2015Q1,"$354,994 ","$218,938 ","$136,057 ",38.30%,1.59,1.323
NJ,2015Q2,"$356,089 ","$216,798 ","$139,291 ",39.10%,1.595,1.355
NJ,2015Q3,"$357,222 ","$217,927 ","$139,296 ",39.00%,1.6,1.357
NJ,2015Q4,"$358,290 ","$219,936 ","$138,354 ",38.60%,1.605,1.349
NJ,2016Q1,"$359,279 ","$222,073 ","$137,206 ",38.20%,1.609,1.339
NM,1975Q1,"$26,064 ","$24,761 ","$1,303 ",5.00%,0.192,0
NM,1975Q2,"$26,573 ","$25,244 ","$1,329 ",5.00%,0.195,0
NM,1975Q3,"$27,071 ","$25,717 ","$1,354 ",5.00%,0.199,0
NM,1975Q4,"$27,632 ","$26,250 ","$1,382 ",5.00%,0.203,0
NM,1976Q1,"$28,382 ","$26,963 ","$1,419 ",5.00%,0.209,0
NM,1976Q2,"$29,305 ","$27,840 ","$1,465 ",5.00%,0.216,0
NM,1976Q3,"$30,370 ","$28,852 ","$1,519 ",5.00%,0.223,0
NM,1976Q4,"$31,545 ","$29,968 ","$1,577 ",5.00%,0.232,0
NM,1977Q1,"$32,798 ","$31,158 ","$1,640 ",5.00%,0.241,0
NM,1977Q2,"$34,054 ","$32,351 ","$1,703 ",5.00%,0.251,0
NM,1977Q3,"$35,315 ","$33,549 ","$1,766 ",5.00%,0.26,0
NM,1977Q4,"$36,577 ","$34,748 ","$1,829 ",5.00%,0.269,0.001
NM,1978Q1,"$37,864 ","$35,970 ","$1,893 ",5.00%,0.279,0.001
NM,1978Q2,"$39,243 ","$37,281 ","$1,962 ",5.00%,0.289,0.001
NM,1978Q3,"$40,761 ","$38,723 ","$2,038 ",5.00%,0.3,0.001
NM,1978Q4,"$42,395 ","$40,275 ","$2,120 ",5.00%,0.312,0.002
NM,1979Q1,"$44,087 ","$41,882 ","$2,204 ",5.00%,0.324,0.003
NM,1979Q2,"$45,714 ","$43,429 ","$2,286 ",5.00%,0.336,0.003
NM,1979Q3,"$47,207 ","$44,847 ","$2,360 ",5.00%,0.347,0.004
NM,1979Q4,"$48,562 ","$46,134 ","$2,428 ",5.00%,0.357,0.005
NM,1980Q1,"$49,827 ","$47,336 ","$2,491 ",5.00%,0.367,0.006
NM,1980Q2,"$51,062 ","$48,509 ","$2,553 ",5.00%,0.376,0.007
NM,1980Q3,"$52,477 ","$49,854 ","$2,624 ",5.00%,0.386,0.008
NM,1980Q4,"$54,157 ","$51,449 ","$2,708 ",5.00%,0.398,0.011
NM,1981Q1,"$56,089 ","$53,284 ","$2,804 ",5.00%,0.413,0.016
NM,1981Q2,"$58,311 ","$55,395 ","$2,916 ",5.00%,0.429,0.025
NM,1981Q3,"$60,611 ","$56,951 ","$3,660 ",6.00%,0.446,0.038
NM,1981Q4,"$62,845 ","$57,960 ","$4,884 ",7.80%,0.462,0.051
NM,1982Q1,"$64,893 ","$59,213 ","$5,679 ",8.80%,0.477,0.059
NM,1982Q2,"$66,622 ","$60,600 ","$6,021 ",9.00%,0.49,0.063
NM,1982Q3,"$67,899 ","$61,979 ","$5,920 ",8.70%,0.5,0.062
NM,1982Q4,"$68,621 ","$63,207 ","$5,414 ",7.90%,0.505,0.057
NM,1983Q1,"$68,970 ","$64,167 ","$4,803 ",7.00%,0.507,0.05
NM,1983Q2,"$68,996 ","$64,872 ","$4,124 ",6.00%,0.508,0.043
NM,1983Q3,"$69,001 ","$65,352 ","$3,649 ",5.30%,0.508,0.038
NM,1983Q4,"$69,097 ","$65,642 ","$3,455 ",5.00%,0.508,0.036
NM,1984Q1,"$69,302 ","$65,837 ","$3,465 ",5.00%,0.51,0.037
NM,1984Q2,"$69,681 ","$66,197 ","$3,484 ",5.00%,0.513,0.04
NM,1984Q3,"$70,291 ","$66,777 ","$3,515 ",5.00%,0.517,0.045
NM,1984Q4,"$71,011 ","$67,460 ","$3,551 ",5.00%,0.522,0.051
NM,1985Q1,"$71,783 ","$68,193 ","$3,589 ",5.00%,0.528,0.054
NM,1985Q2,"$72,639 ","$69,007 ","$3,632 ",5.00%,0.534,0.058
NM,1985Q3,"$73,589 ","$69,909 ","$3,679 ",5.00%,0.541,0.064
NM,1985Q4,"$74,606 ","$70,876 ","$3,730 ",5.00%,0.549,0.078
NM,1986Q1,"$75,663 ","$71,787 ","$3,876 ",5.10%,0.557,0.102
NM,1986Q2,"$76,677 ","$71,456 ","$5,221 ",6.80%,0.564,0.138
NM,1986Q3,"$77,552 ","$71,182 ","$6,370 ",8.20%,0.571,0.169
NM,1986Q4,"$78,265 ","$71,225 ","$7,040 ",9.00%,0.576,0.187
NM,1987Q1,"$78,777 ","$71,758 ","$7,019 ",8.90%,0.58,0.187
NM,1987Q2,"$79,056 ","$72,643 ","$6,413 ",8.10%,0.582,0.171
NM,1987Q3,"$79,164 ","$73,646 ","$5,518 ",7.00%,0.582,0.147
NM,1987Q4,"$79,213 ","$74,535 ","$4,678 ",5.90%,0.583,0.125
NM,1988Q1,"$79,302 ","$75,140 ","$4,162 ",5.20%,0.583,0.111
NM,1988Q2,"$79,488 ","$75,513 ","$3,974 ",5.00%,0.585,0.106
NM,1988Q3,"$79,813 ","$75,822 ","$3,991 ",5.00%,0.587,0.108
NM,1988Q4,"$80,270 ","$76,137 ","$4,132 ",5.10%,0.591,0.114
NM,1989Q1,"$80,892 ","$76,452 ","$4,440 ",5.50%,0.595,0.123
NM,1989Q2,"$81,651 ","$76,827 ","$4,824 ",5.90%,0.601,0.133
NM,1989Q3,"$82,481 ","$77,228 ","$5,253 ",6.40%,0.607,0.145
NM,1989Q4,"$83,273 ","$77,618 ","$5,656 ",6.80%,0.613,0.157
NM,1990Q1,"$83,985 ","$77,961 ","$6,024 ",7.20%,0.618,0.167
NM,1990Q2,"$84,714 ","$78,276 ","$6,438 ",7.60%,0.623,0.178
NM,1990Q3,"$85,248 ","$78,564 ","$6,684 ",7.80%,0.627,0.186
NM,1990Q4,"$85,858 ","$78,833 ","$7,025 ",8.20%,0.632,0.195
NM,1991Q1,"$86,588 ","$79,099 ","$7,490 ",8.60%,0.637,0.209
NM,1991Q2,"$87,479 ","$79,381 ","$8,098 ",9.30%,0.644,0.226
NM,1991Q3,"$88,568 ","$79,714 ","$8,854 ",10.00%,0.652,0.248
NM,1991Q4,"$89,890 ","$80,128 ","$9,762 ",10.90%,0.661,0.275
NM,1992Q1,"$91,387 ","$80,672 ","$10,715 ",11.70%,0.672,0.304
NM,1992Q2,"$92,996 ","$81,279 ","$11,717 ",12.60%,0.684,0.333
NM,1992Q3,"$94,785 ","$81,956 ","$12,830 ",13.50%,0.697,0.366
NM,1992Q4,"$96,801 ","$82,687 ","$14,115 ",14.60%,0.712,0.403
NM,1993Q1,"$99,071 ","$83,404 ","$15,668 ",15.80%,0.729,0.447
NM,1993Q2,"$101,609 ","$84,206 ","$17,403 ",17.10%,0.748,0.498
NM,1993Q3,"$104,350 ","$85,028 ","$19,322 ",18.50%,0.768,0.554
NM,1993Q4,"$107,229 ","$85,854 ","$21,376 ",19.90%,0.789,0.615
NM,1994Q1,"$110,149 ","$86,687 ","$23,462 ",21.30%,0.81,0.678
NM,1994Q2,"$112,939 ","$87,481 ","$25,458 ",22.50%,0.831,0.739
NM,1994Q3,"$115,522 ","$88,254 ","$27,268 ",23.60%,0.85,0.795
NM,1994Q4,"$117,786 ","$89,005 ","$28,780 ",24.40%,0.867,0.843
NM,1995Q1,"$119,665 ","$89,790 ","$29,875 ",25.00%,0.88,0.881
NM,1995Q2,"$121,202 ","$90,475 ","$30,727 ",25.40%,0.892,0.911
NM,1995Q3,"$122,423 ","$91,120 ","$31,303 ",25.60%,0.901,0.931
NM,1995Q4,"$123,362 ","$91,728 ","$31,634 ",25.60%,0.908,0.945
NM,1996Q1,"$124,114 ","$92,275 ","$31,839 ",25.70%,0.913,0.953
NM,1996Q2,"$124,738 ","$92,857 ","$31,881 ",25.60%,0.918,0.957
NM,1996Q3,"$125,253 ","$93,466 ","$31,787 ",25.40%,0.921,0.957
NM,1996Q4,"$125,717 ","$94,128 ","$31,589 ",25.10%,0.925,0.954
NM,1997Q1,"$126,171 ","$94,847 ","$31,325 ",24.80%,0.928,0.948
NM,1997Q2,"$126,609 ","$95,633 ","$30,976 ",24.50%,0.931,0.94
NM,1997Q3,"$127,050 ","$96,451 ","$30,599 ",24.10%,0.935,0.932
NM,1997Q4,"$127,603 ","$97,278 ","$30,325 ",23.80%,0.939,0.926
NM,1998Q1,"$128,333 ","$98,119 ","$30,215 ",23.50%,0.944,0.926
NM,1998Q2,"$129,246 ","$98,903 ","$30,343 ",23.50%,0.951,0.933
NM,1998Q3,"$130,282 ","$99,649 ","$30,633 ",23.50%,0.958,0.944
NM,1998Q4,"$131,329 ","$100,348 ","$30,980 ",23.60%,0.966,0.957
NM,1999Q1,"$132,287 ","$100,999 ","$31,288 ",23.70%,0.973,0.968
NM,1999Q2,"$133,136 ","$101,601 ","$31,536 ",23.70%,0.979,0.978
NM,1999Q3,"$133,922 ","$102,168 ","$31,754 ",23.70%,0.985,0.986
NM,1999Q4,"$134,640 ","$102,713 ","$31,927 ",23.70%,0.991,0.992
NM,2000Q1,"$135,277 ","$103,179 ","$32,099 ",23.70%,0.995,0.996
NM,2000Q2,"$135,929 ","$103,753 ","$32,176 ",23.70%,1,1
NM,2000Q3,"$136,695 ","$104,391 ","$32,304 ",23.60%,1.006,1.006
NM,2000Q4,"$137,654 ","$105,118 ","$32,536 ",23.60%,1.013,1.016
NM,2001Q1,"$138,854 ","$106,016 ","$32,838 ",23.60%,1.022,1.03
NM,2001Q2,"$140,207 ","$106,887 ","$33,320 ",23.80%,1.031,1.048
NM,2001Q3,"$141,707 ","$107,754 ","$33,953 ",24.00%,1.043,1.071
NM,2001Q4,"$143,394 ","$108,571 ","$34,823 ",24.30%,1.055,1.101
NM,2002Q1,"$145,344 ","$109,257 ","$36,087 ",24.80%,1.069,1.142
NM,2002Q2,"$147,549 ","$109,864 ","$37,685 ",25.50%,1.085,1.195
NM,2002Q3,"$149,926 ","$110,316 ","$39,609 ",26.40%,1.103,1.259
NM,2002Q4,"$152,440 ","$110,578 ","$41,862 ",27.50%,1.121,1.334
NM,2003Q1,"$155,072 ","$110,701 ","$44,371 ",28.60%,1.141,1.418
NM,2003Q2,"$157,881 ","$110,890 ","$46,991 ",29.80%,1.161,1.505
NM,2003Q3,"$160,933 ","$111,501 ","$49,432 ",30.70%,1.184,1.587
NM,2003Q4,"$164,267 ","$112,865 ","$51,402 ",31.30%,1.208,1.654
NM,2004Q1,"$167,937 ","$115,172 ","$52,764 ",31.40%,1.235,1.701
NM,2004Q2,"$172,042 ","$118,209 ","$53,833 ",31.30%,1.266,1.739
NM,2004Q3,"$176,699 ","$121,569 ","$55,130 ",31.20%,1.3,1.784
